5,1,0.000232464
5,2,2.628e-05
5,4,2.1979e-05
5,8,7.222e-05
10,1,7.133e-05
10,2,0.000106341
10,4,6.4747e-05
10,8,5.5433e-05
100,1,0.0183878
100,2,0.014387
100,4,0.0303942
100,8,0.00900652
500,1,2.44
500,2,2.72968
500,4,1.46547
500,8,1.76733
1000,1,12.3579
1000,2,15.6608
1000,4,13.2534
1000,8,12.8392
